CODINST;NOMBREINSTITUCION;CODIGOMUNICIPIO;NOMBREMUNICIPIO;DEPARTAMENTO;CALENDARIO;NATURALEZA;JORNADA;EVALUADOS;PROMLECTURACRITICA;PROMMATEMATICA;PROMSOCIALESYCIUDADANAS;PROMCIENCIASNATURALES;PROMINGLES;DESVLECTURACRITICA;DESVMATEMATICA;DESVSOCIALESYCIUDADANAS;DESVCIENCIASNATURALES;DESVINGLES;PERIODO
185819;I.E.R. FRANCISCO JOSE DE CALDAS - SEDE PRICIPAL;86320;ORITO;PUTUMAYO;A;OFICIAL;FIN DE SEMANA;5;48,8;41,2;41,8;44,8;35;9,41;11,9;8,92;10,56;20,27;20162
185827;I.E. SITIO NUEVO - SEDE PRINCIPAL;20787;TAMALAMEQUE;CESAR;A;OFICIAL;MANANA;6;48,66;43;47,16;46,33;41,5;7,47;9,4;6,52;8,21;4,46;20162
185843;CENTRO EDUC. DIST. # 181;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;NOCTURNA;9;39,22;32,77;38,22;36,33;38,33;3,52;5,62;5,67;6,44;4,76;20162
185868;AGROECOLOGICO;18150;CARTAGENA DEL CHAIRA;CAQUETA;A;OFICIAL;FIN DE SEMANA;65;44,33;40,23;40,64;43,15;40,72;8,59;9,91;7,58;9,9;8,46;20162
185876;LICEO DIRIGENTES DEL FUTURO - SEDE PRINCIPAL;25754;SOACHA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;30;59,1;62,56;60,26;61,73;62,96;8,06;9,62;8,1;6,67;9,04;20162
185884;CENT EDUC DIST BOSANOVA;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;TARDE;70;51,54;50,3;48,74;51,58;52,4;8,69;10,34;10,08;7,53;9,83;20162
185900;INSTITUCION EDUCATIVA DEPARTAMENTAL MARIANO SANTAMARIA;25645;SAN ANTONIO DE TEQUENDAMA;CUNDINAMARCA;A;OFICIAL;FIN DE SEMANA;27;49,51;45,07;46,62;47,44;45,14;6,48;9,14;9,5;7,96;7,35;20162
185918;COL EDUARDO MENDOZA VARELA;15322;GUATEQUE;BOYACA;A;NO OFICIAL;MANANA;8;48,62;49,12;47,37;52;51,62;6,16;6,79;5,39;6,65;9,03;20162
185926;INSTITUCI�N EDUCATIVA PITIGUAO;68464;MOGOTES;SANTANDER;A;OFICIAL;COMPLETA;12;53,58;50,16;53,75;51,25;48,16;11,46;14,43;15,36;7,67;11,73;20162
185934;COL SAN ADOLFO;41006;ACEVEDO;HUILA;A;OFICIAL;NOCTURNA;14;40,07;35,57;40,21;42,5;44,42;7,31;6,91;7,61;7,43;8,06;20162
185942;CANAAN;63690;SALENTO;QUINDIO;A;OFICIAL;FIN DE SEMANA;17;44,29;39,23;39,52;43,23;43,29;7,56;9,23;8,55;8,82;7,12;20162
185959;I.E. VILLA ESTRELLA - SEDE PRINCIPAL;13001;CARTAGENA;BOLIVAR;A;OFICIAL;NOCTURNA;44;43,04;37,7;39,63;41,31;40,45;6,54;8,33;8,24;7,55;9,24;20162
185983;EL CARMEN;44001;RIOHACHA;LA GUAJIRA;A;OFICIAL;TARDE;43;49,69;45,67;45,04;48,83;45,81;8,1;9,29;8,09;8,86;6,26;20162
185991;I.E. JOS� MAR�A C�RDOBA - SEDE PRINCIPAL;73616;RIOBLANCO;TOLIMA;A;OFICIAL;MANANA;4;41;42;43,75;41,5;39,5;5,71;8,04;6,07;4,2;7,59;20162
186023;INSTITUCION EDUCATIVA MACAYEPOS - SEDE PRINCIPAL;13244;EL CARMEN DE BOLIVAR;BOLIVAR;A;OFICIAL;MANANA;14;42,57;39,35;40,21;43,78;42,42;8,4;5,79;7,72;4,77;6,72;20162
186031;CIUDADELA EDUCATIVA ISAIAS DUARTE CANCINO - SEDE PRINCIPAL;76001;CALI;VALLE;A;NO OFICIAL;COMPLETA;57;48,29;46,4;44,75;49,66;47,15;7,55;8,89;8,72;8,07;8,94;20162
186049;INSTITUCION EDUCATIVA LICEO CLAUDINA MUNERA - SEDE PRINCIPAL;17013;AGUADAS;CALDAS;A;OFICIAL;COMPLETA;35;55,05;52,42;53,54;53,85;50,68;9,06;10,16;9,05;6,89;9,46;20162
186064;COLEGIO DEPARTAMENTAL RUFINO CUERVO;25183;CHOCONTA;CUNDINAMARCA;A;OFICIAL;FIN DE SEMANA;11;45,27;42,81;43,18;46,45;40,54;3,46;6,53;7,6;5,87;7,36;20162
186072;COLEGIO KUEPA - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;FIN DE SEMANA;11;50,27;49,18;49,54;49,09;51,63;5,86;10,24;10,22;7,64;8,1;20162
186098;ORTEGA (sede principal);19130;CAJIBIO;CAUCA;A;OFICIAL;COMPLETA;9;44,55;36,33;43,55;44,22;44,88;5,05;8,07;8,03;4,38;6,95;20162
186106;COLEGIO INSTITUTO TECNICO INDUSTRIAL FRANCISCO JOSE DE CALDAS (IED) - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;TARDE;285;56,68;58,8;56,28;59,77;55,7;7,46;8,47;8,56;6,99;9,29;20162
186114;ROSA ZARATE DE PE�A;76892;YUMBO;VALLE;A;OFICIAL;FIN DE SEMANA;12;46,41;42,5;44,08;46,08;46;6,99;7,14;6,93;5,94;10,24;20162
186122;CON DE DESARROLLO RURAL;47980;ZONA BANANERA;MAGDALENA;A;OFICIAL;FIN DE SEMANA;34;42,5;35,55;37,61;39,32;40,26;5,77;5,71;6,49;5,56;5,5;20162
186130;C.E.R.M LA HUELLA;19142;CALOTO;CAUCA;A;OFICIAL;COMPLETA;11;46,54;40,72;43,18;43,18;38,72;8,45;9,27;7,9;6,96;5,49;20162
186155;C. E. R. ALTO DE SABANA;5756;SONSON;ANTIOQUIA;A;OFICIAL;COMPLETA;9;45,33;42;42,44;42,66;39,88;5,36;8,27;7,79;8,3;4,78;20162
186163;C. E. R. MANZANARES CENTRO;5756;SONSON;ANTIOQUIA;A;OFICIAL;COMPLETA;6;44,16;38,66;42,5;46,5;42,33;3,97;10,26;7,09;5,61;7,58;20162
186171;COLEGIO MUTATA;5480;MUTATA;ANTIOQUIA;A;OFICIAL;FIN DE SEMANA;40;41,37;37,45;40,25;41,82;41;6,49;8,48;6,84;7,97;7,3;20162
186189;LICEO GABRIEL GARC�A MARQUEZ - SEDE PRINCIPAL;23570;PUEBLO NUEVO;CORDOBA;A;NO OFICIAL;FIN DE SEMANA;22;44,18;36,72;40,95;42,04;40,68;6,35;5,72;7,59;7,01;6,01;20162
186197;COL BOLIVARIANO;5001;MEDELLIN;ANTIOQUIA;A;NO OFICIAL;MANANA;3;44,66;44;46;52,33;50,66;7,02;7,21;10,81;9,86;8,73;20162
186205;COLEGIO RODOLFO LLIN�S - SEDE PRINCIPAL;50001;VILLAVICENCIO;META;A;NO OFICIAL;COMPLETA;60;51,41;47,81;49,16;52,25;48,08;9,01;8,63;9,7;7,77;8,39;20162
186262;EL VARAL;23570;PUEBLO NUEVO;CORDOBA;A;OFICIAL;MANANA;13;52,15;58;54,92;58,15;48,46;9,6;9,84;8,69;7,99;10,87;20162
186270;I. E. SAN MIGUEL;13300;HATILLO DE LOBA;BOLIVAR;A;OFICIAL;MANANA;13;45,61;40,15;40,92;45,61;43,53;9,66;11,13;8,79;8,23;9,48;20162
186296;I..E. SANTA LUCIA;13212;CORDOBA;BOLIVAR;A;OFICIAL;TARDE;17;44,23;36,17;38,47;44,17;43,76;5,22;5,01;6,87;6,99;6,71;20162
186320;JOSE MARIA CORDOBA;76892;YUMBO;VALLE;A;OFICIAL;NOCTURNA;11;48,54;46,45;48,9;47,9;46,81;5,26;7,97;6,31;10,14;8,21;20162
186361;COLEGIO EL MINUTO DE DIOS CIUDAD VERDE - SEDE PRINCIPAL;25754;SOACHA;CUNDINAMARCA;A;NO OFICIAL;MANANA;69;55,75;56,26;53,27;55,59;57,91;7,69;8,59;9,27;8,66;9,93;20162
186379;COLEGIO EL MINUTO DE DIOS CIUDAD VERDE - SEDE PRINCIPAL;25754;SOACHA;CUNDINAMARCA;A;NO OFICIAL;TARDE;36;56,97;56,02;56;57,61;59,47;7,72;7,65;10,47;6,29;8,56;20162
186387;CENT POST PRIMARIA JOSE MARIA;86571;PUERTO GUZMAN;PUTUMAYO;A;OFICIAL;MANANA;1;53;42;44;44;43;0;0;0;0;0;20162
186395;I. E. LA CAUCANA;5790;TARAZA;ANTIOQUIA;A;OFICIAL;NOCTURNA;34;40,79;37,97;38,64;41;41,58;6,35;7,65;7,33;7,43;6,62;20162
186403;INSTITUTO EDUC MORIAH;73001;IBAGUE;TOLIMA;A;NO OFICIAL;COMPLETA;13;55,92;53,15;53;55,61;52,76;5,72;7,03;12,98;4,92;8,06;20162
186445;INST. EDU. SAGRADO CORAZ�N;20011;AGUACHICA;CESAR;A;OFICIAL;MANANA;17;51,35;45,47;48,7;51,64;46;5,7;10,48;9,95;5,86;5,9;20162
186460;CEN EDUC BASICA PRIMARIA NRO1;47980;ZONA BANANERA;MAGDALENA;A;OFICIAL;NOCTURNA;45;41,04;36,42;38,11;40,71;41,08;5,2;7,35;6,84;7,84;6,58;20162
186486;LICEO LA PAZ;73001;IBAGUE;TOLIMA;A;NO OFICIAL;COMPLETA;63;45,77;43,12;43,98;45,84;45,19;7;8,46;8,27;7,24;8,46;20162
186494;COLEGIO DISTRITAL CHARRY (IED) - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;OFICIAL;FIN DE SEMANA;164;47,4;43,67;46,85;46,89;47,03;8,75;10,64;9,73;8,18;8,66;20162
186528;I.E. SIM�N BOL�VAR - SEDE PRINCIPAL;52001;PASTO;NARI�O;A;NO OFICIAL;MANANA;14;47,07;47,78;45,07;49,5;50,14;10,92;13,5;12,43;11,69;12,41;20162
186536;COL SAN PAULO;25817;TOCANCIPA;CUNDINAMARCA;A;NO OFICIAL;MANANA;27;55,55;57,18;54,85;57,14;63,92;7,28;9,58;8;6,56;9,75;20162
186544;I. E. PUERTO BOCAS - SEDE PRINCIPAL;20787;TAMALAMEQUE;CESAR;A;OFICIAL;MANANA;14;45,78;41,35;40,35;45,21;43;7,37;6,45;4,82;7,72;4,8;20162
186551;COLEGIO KUEPA - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;NOCTURNA;3;41,33;35,33;43,33;37;48,33;5,13;9,45;10,69;9,53;15,82;20162
188482;CENTRO DE EDUCACION BASICA Y MEDIA #089;8001;BARRANQUILLA;ATLANTICO;A;OFICIAL;MANANA;26;42,65;39,42;39,84;41,65;43;8,84;8,34;7,87;6,6;5,37;20162
188490;I.E. LA CAMPANA - SEDE PRINCIPAL;19743;SILVIA;CAUCA;A;OFICIAL;COMPLETA;19;43,94;37,94;40,21;42,26;43,31;5,81;6,97;7,48;7,26;7,81;20162
188508;ANTONIO NARI�O;76147;CARTAGO;VALLE;A;OFICIAL;NOCTURNA;25;43,88;40,8;41,8;44,8;45,68;7,29;8,83;8,12;6,81;6,73;20162
188516;I.E. SAGRADO CORAZON DE JESUS - SEDE PRINCIPAL;91001;LETICIA;AMAZONAS;A;OFICIAL;NOCTURNA;24;45,08;39,75;40,83;43,08;45,04;8,08;5,69;8,09;7,45;8,35;20162
188524;ESCUELA RURAL LA QUINTA;17662;SAMANA;CALDAS;A;OFICIAL;COMPLETA;7;49,71;49,71;46,85;50,85;46,14;9,19;9,67;4,37;5,39;9,68;20162
188532;CENTRO EDUCATIVO PALO VERDE;52399;LA UNION;NARI�O;A;OFICIAL;MANANA;24;51,33;50,08;50,66;52,91;48,5;8,15;8,41;6,46;6,54;8,09;20162
188540;INSTITUCION EDUCATIVA EL HORMIGUERO;52250;EL CHARCO;NARI�O;A;OFICIAL;MANANA;10;37,7;34,8;38,1;40,4;40,3;5,22;5,99;4,48;6,14;6,88;20162
188557;INSTITUCI�N TECNISISTEMAS - SEDE PRINCIPAL;25269;FACATATIVA;CUNDINAMARCA;A;NO OFICIAL;MANANA;35;50,14;45,94;47,94;50,02;47,34;7,01;7,94;8,93;6,88;8,42;20162
188581;COLEGIO FORMARTE - SEDE PRINCIPAL;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;MANANA;41;56;55,78;55,82;53,65;60,75;11,13;12,17;11,51;11,64;13,37;20162
188607;I. E. SAN ANTONIO - SEDE PRINCIPAL;20443;MANAURE BALCON DEL CESAR;CESAR;A;OFICIAL;MANANA;6;52,83;48;46,83;53,5;47,66;6,4;9,18;7,67;4,67;6,71;20162
188615;INST EDUC JESUS MARIA VALLE;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;66;49,75;46,59;47,69;48,78;44,3;7,34;8,81;8,7;7,42;7,85;20162
188623;I.E.D. EL HORNO;47703;SAN ZENON;MAGDALENA;A;OFICIAL;MANANA;19;44,68;43,05;42,05;46,73;43,63;7,53;9,58;9,14;9,13;5,82;20162
188631;ERM EL BUEN PASTOR;47245;EL BANCO;MAGDALENA;A;OFICIAL;TARDE;9;46,66;40,66;44,11;45,66;41,11;7,93;7,01;9,06;7,31;4,28;20162
188664;I. E. SAN RAMON - SEDE PRINCIPAL;20013;AGUSTIN CODAZZI;CESAR;A;OFICIAL;TARDE;22;47,5;46,31;43,77;48,81;41,72;6,5;10,98;8,19;8,86;5,53;20162
188680;POLICARPA SALAVARRIETA;85001;YOPAL;CASANARE;A;OFICIAL;FIN DE SEMANA;21;45,33;43,57;43,42;47,04;41,85;6,98;6,62;6,75;6,96;5,87;20162
188698;INSTITUCION EDUCATIVA DEPARTAMENTAL TECNICO COMERCIAL PUENTE;25594;QUETAME;CUNDINAMARCA;A;OFICIAL;FIN DE SEMANA;22;44,31;44,36;41,63;44,36;42,22;6,96;6,7;8,46;8,79;7,69;20162
188706;I.E. LIBERTADORES - SEDE PRINCIPAL;94001;INIRIDA;GUAINIA;A;OFICIAL;MANANA;21;48,85;45,19;49,14;50,57;44,9;7,71;7,43;8,07;5,59;7,49;20162
188714;LICEO MAYOR DE SOACHA BIENESTAR PARA TODOS - SEDE PRINCIPAL;25754;SOACHA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;119;55,78;53,36;52,29;55,29;54,26;7,89;8,34;9,58;6,78;8,81;20162
188722;ESCUELA RURAL LAS DANTAS;68190;CIMITARRA;SANTANDER;A;OFICIAL;TARDE;14;43,71;41,42;41,78;46,64;40,71;6,89;8,53;7,92;7,88;4,92;20162
188730;DIVINO SALVADOR;85001;YOPAL;CASANARE;A;OFICIAL;FIN DE SEMANA;17;43,11;39,35;41,35;45,29;43,23;6,41;7,97;7,58;7,76;7,96;20162
188748;LIC  MANUEL ELKIN PATARROYO;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;18;57,33;55,5;57,61;57,27;57,55;7,93;8,61;8,21;8,41;6,26;20162
188755;LOS SAMANES - SEDE PRINCIPAL;73001;IBAGUE;TOLIMA;A;NO OFICIAL;COMPLETA;26;61,26;62,23;61,46;63,34;69,92;9,89;9,17;10,41;8,82;11,49;20162
188763;INST EDUC LA ASUNCION;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;32;57,53;55,93;56;55,4;56,87;8,91;8,53;8,04;6,96;9,97;20162
188771;I.E.DPTAL INDG MISAK MISAK ALA KUSREINUK MINGA EDUCATIVA INTERCULTURAL KURAK CHAK;19473;MORALES;CAUCA;A;OFICIAL;MANANA;12;45,5;43,25;46,08;48,16;45,5;7,05;4,88;10,08;6,35;6,64;20162
188789;IE NUESTRA SE�ORA DE FATIMA - SEDE PRINCIPAL;27787;TADO;CHOCO;A;OFICIAL;FIN DE SEMANA;5;33,6;31,4;28,4;36,4;40,4;3,57;5,72;3,28;4,61;2,4;20162
188797;ISNTITUCI�N EDUCATIVA GRAN COLOMBIA;17001;MANIZALES;CALDAS;A;OFICIAL;NOCTURNA;20;50;45;46,25;46,4;45,7;6,6;9,52;8,96;7,11;10,07;20162
188805;GABRIELA MISTRAL;85001;YOPAL;CASANARE;A;OFICIAL;FIN DE SEMANA;17;46,11;40,76;42,41;46,47;41,11;6,59;8,94;4,89;6,49;6,66;20162
188813;COLEGIO COFREM - PUERTO LOPEZ - SEDE PRINCIPAL;50573;PUERTO LOPEZ;META;A;NO OFICIAL;MANANA;12;60;56,33;61,66;59,58;58,33;8,81;8,97;8,98;8,28;9,93;20162
188854;COLEGIO COFREM - SEDE PRINCIPAL;50689;SAN MARTIN;META;A;NO OFICIAL;MANANA;49;56,81;58,51;55,81;57,08;53,44;9,64;11,26;10,5;8,51;9,6;20162
188862;COLEGIO PEDAGOGICO SAGRADA SABIDURIA;25754;SOACHA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;17;53,41;52,94;52,88;56,23;53;7,85;8,34;9;4,16;8,1;20162
188912;I.E.D. ALUNA MEGACOLEGIO ALUNA - SEDE PRINCIPAL;47001;SANTA MARTA;MAGDALENA;A;NO OFICIAL;COMPLETA;79;51,11;49,54;48,98;51,51;51,88;8,88;10,63;10,29;7,5;8,38;20162
188953;INSTITUCION EDUCATIVA RIOARRIBA - SEDE PRINCIPAL;17013;AGUADAS;CALDAS;A;OFICIAL;COMPLETA;12;46,83;43,16;46,91;49,58;49;7,83;8,73;9,19;6,48;10,71;20162
188961;INSTITUTO ANTONIO GALAN DE SOLEDAD;8758;SOLEDAD;ATLANTICO;A;NO OFICIAL;TARDE;30;49,5;41,83;42,96;45,13;44,13;9,11;8,35;7,87;6,94;6,99;20162
188979;GIMNASIO RISARALDA;66001;PEREIRA;RISARALDA;A;OFICIAL;FIN DE SEMANA;24;45,79;40,75;45,37;46;46,08;8,95;8,16;10,93;6,68;7,99;20162
188987;CENTRO EDUCATIVO  LOS GUAYABALES;68190;CIMITARRA;SANTANDER;A;OFICIAL;FIN DE SEMANA;4;45,5;36,75;41,75;44,5;39;8,69;13,59;5,67;6,4;2,16;20162
188995;SEDE PRINCIPAL - SAN LORENZO;50150;CASTILLA LA NUEVA;META;A;OFICIAL;MANANA;37;52,45;53,32;50,24;52,91;48,48;7,96;7,79;9,56;5,23;9,18;20162
189001;SEDE PRINCIPAL - SAN LORENZO;50150;CASTILLA LA NUEVA;META;A;OFICIAL;NOCTURNA;14;47,5;44,14;46,85;47,28;43,14;9,49;8,7;7,51;7,57;8,57;20162
189019;SEDE # 1 FAUSTINO ARIAS REINEL;52835;TUMACO;NARI�O;A;OFICIAL;NOCTURNA;21;41,23;34,61;42,52;42,14;38,47;6,34;6,23;6,51;5,4;4,27;20162
189027;COLEGIO INTEGRADO BLANCA DURAN DE PADILLA;68081;BARRANCABERMEJA;SANTANDER;A;OFICIAL;TARDE;56;53,08;50,82;48,48;51,25;48,3;9,03;10,09;10,17;8,57;8,29;20162
189035;INST EDUC EL CORAZ�N;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;68;49,01;47,48;46,88;49,14;47,2;8,3;9,77;9,76;6,61;9,04;20162
189043;INSTITUCI�N EDUCATIVA MALABAR;17001;MANIZALES;CALDAS;A;OFICIAL;FIN DE SEMANA;71;45,54;41,91;43,74;46,39;43,14;6,07;9,97;8,28;8,08;7,72;20162
189076;INSTITUCI�N EDUCATIVA HORTA MEDIO;68101;BOLIVAR;SANTANDER;A;OFICIAL;FIN DE SEMANA;12;42,91;37,83;42,25;44,5;39,08;6,9;8,32;7,16;5,91;6,15;20162
189100;I.E. LUIS ENRIQUE BARON LEAL;85139;MANI;CASANARE;A;OFICIAL;MANANA;24;51,45;48,58;49,5;52,33;50,04;8,67;8,26;8,96;6,34;8,83;20162
189118;I.E. CAMILO TORRES DE MAHATES - SEDE PRINCIPAL;13433;MAHATES;BOLIVAR;A;OFICIAL;NOCTURNA;14;41,28;35,78;35,85;37,35;42,28;7,21;5,82;6,21;6,33;6,34;20162
189126;LICEO CREATIVO MENDEL - SEDE PRINCIPAL;66001;PEREIRA;RISARALDA;A;NO OFICIAL;COMPLETA;7;60,57;60,85;62;65;71,57;5,19;9,75;7,59;7,87;10,5;20162
189142;CONCENTRACION ESCOLAR PORTAL CAMPESTRE NORTE;68307;GIRON;SANTANDER;A;OFICIAL;MANANA;58;55,63;55,87;53,82;56,94;57,01;8,87;8,92;10,6;7,54;10,74;20162
189159;SAUSAGUA;66594;QUINCHIA;RISARALDA;A;OFICIAL;FIN DE SEMANA;13;42,76;38,53;41,3;43,46;43,23;7,2;10,7;10,29;7,65;8,88;20162
189209;INSTITUCION EDUCATIVA VILLANUEVA;68190;CIMITARRA;SANTANDER;A;OFICIAL;FIN DE SEMANA;9;45,66;42,44;44,22;45,88;35;6,22;8,6;9,9;7,4;14,95;20162
189225;IE JOSE MARIA CORDOBA;23580;PUERTO LIBERTADOR;CORDOBA;A;OFICIAL;FIN DE SEMANA;13;44,38;36;43,46;44,46;39,07;7,25;5,65;6,17;4,38;6,34;20162
189282;ESCUELA RURAL BELLAVISTA;68190;CIMITARRA;SANTANDER;A;OFICIAL;COMPLETA;9;44,44;38,33;40,33;46;44,33;6,24;7,31;4;3,57;6,76;20162
189290;I.E.T.A. Y ORFEBRERIA TOMASA NAJERA - SEDE PRINCIPAL;13468;MOMPOS;BOLIVAR;A;OFICIAL;NOCTURNA;21;41,23;36,85;39,47;42,9;41,19;4,99;5,07;6,16;5,02;5,51;20162
189308;INSTITUCI�N EDUCATIVA SANTA FE;76001;CALI;VALLE;A;OFICIAL;NOCTURNA;43;45,86;42,34;43,37;46,13;44,3;9,15;9,38;11,17;9,05;10,37;20162
189332;IE JOSE MARIA VILLEGAS - SEDE PRINCIPAL;76111;BUGA;VALLE;A;OFICIAL;FIN DE SEMANA;26;47,76;40,11;44,42;45,46;44,38;9,43;9,26;9,76;7,7;10,53;20162
189365;COL SOLES DEL SABER;11001;BOGOT� D.C.;BOGOTA;A;NO OFICIAL;COMPLETA;28;52,67;49,17;49,07;54,07;50,96;7,66;9,64;9,67;7,55;8,92;20162
189381;COL. COLOMBO INGLES;20001;VALLEDUPAR;CESAR;A;NO OFICIAL;MANANA;77;62,67;61,9;62,14;62,41;70,33;9,2;10,63;10,08;10,74;10,7;20162
189415;INSTITUTO TECNICO LATINOAMERICANO I;76001;CALI;VALLE;A;NO OFICIAL;TARDE;17;53,7;45,82;47,05;50,94;50,47;7;10,23;8,32;8,76;8,63;20162
189423;SEDE PRINCIPAL - DIVINO NI�`O JESUS;50325;MAPIRIPAN;META;A;OFICIAL;MANANA;7;45,28;35,71;40;43,28;40,14;9,08;6,1;9,16;4,82;7,31;20162
189431;LA LAGUNA DINDE (sede principal);19130;CAJIBIO;CAUCA;A;OFICIAL;COMPLETA;24;41,87;38,91;41,04;47;43,54;8,01;8,77;8,06;8,21;7,09;20162
189449;INSTITUCION EDUCATIVA DISTRITAL DE BONDA;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;NOCTURNA;16;43;33,56;38,43;41,37;41,12;6,26;6,88;6,28;7,74;5,97;20162
189456;INSTITUTO JORGE TADEO LOZANO - SEDE PRINCIPAL;50400;LEJANIAS;META;A;NO OFICIAL;FIN DE SEMANA;2;54,5;49,5;51;57,5;46,5;21,92;20,5;15,55;7,77;17,67;20162
189464;INSTITUTO T�CNICO AGROPECUARIO NASA WESX KIWE DE GRANADILLO;19137;CALDONO;CAUCA;A;OFICIAL;COMPLETA;4;43,25;37,75;38,75;43,25;45,75;6,13;9,53;7,32;8,3;10,27;20162
189480;INST EDUC RODRIGO LARA BONILLA;5001;MEDELLIN;ANTIOQUIA;A;OFICIAL;MANANA;52;50,42;47,15;47,73;49,4;46,98;7,07;9,48;8,78;7,36;7,24;20162
189506;ESCUELA RURAL EL CERRITO;68190;CIMITARRA;SANTANDER;A;OFICIAL;COMPLETA;7;50,14;44,42;49,28;50,71;46,71;12;9,14;9,41;11,71;4,68;20162
189514;COL BILING�E CHESTER PALMER;68081;BARRANCABERMEJA;SANTANDER;A;NO OFICIAL;COMPLETA;13;61,76;58;60,92;63,53;73,46;8,36;8,59;8,28;6,02;10,06;20162
189522;ESCUELA RURAL EL CERRITO;68190;CIMITARRA;SANTANDER;A;OFICIAL;TARDE;4;40,75;36;37,25;34,25;38,5;4,57;9,52;8,95;1,25;6,45;20162
189605;INSTITUCION EDUCATIVA DEPARTAMENTAL SALESIANO MIGUEL UNIA;25001;AGUA DE DIOS;CUNDINAMARCA;A;OFICIAL;FIN DE SEMANA;23;44,95;40,56;40,34;43,47;43,04;6,73;8,85;8,04;6,55;6,35;20162
189621;COLEGIO DIVINO NI�O;25200;COGUA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;13;60,61;59,53;57,46;60,92;63,07;7,51;8,55;9,82;5,97;8,82;20162
189639;ESCUELA RURAL MIXTA PALACE;19824;TOTORO;CAUCA;A;OFICIAL;MANANA;14;43,78;42,85;40,78;50,64;48,85;7,08;9,33;6,98;4,18;9,08;20162
189647;I.E.D. EL MAMEY - SEDE PRINCIPAL;47001;SANTA MARTA;MAGDALENA;A;OFICIAL;TARDE;1;32;28;33;33;41;0;0;0;0;0;20162
189654;GIMNASIO CAMPESTRE INTIMALKA - SEDE PRINCIPAL;25658;SAN FRANCISCO;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;2;53;57,5;51;52,5;44,5;8,48;17,67;9,89;10,6;3,53;20162
189670;COL CAMP GARDNER;25290;FUSAGASUGA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;4;52,5;51,25;54,25;55;59,25;8,34;10,14;7,93;1,82;5,43;20162
189704;LUIS ONOFRE ACOSTA;41530;PALESTINA;HUILA;A;OFICIAL;COMPLETA;9;52,33;52,33;49;50,33;49,55;8,8;8,54;6,24;4,63;6;20162
189720;I.E. TECNICA AGROPECUARIA ANTONIO NARI�O DE PALUATO - SEDE PRINCIPAL;8296;GALAPA;ATLANTICO;A;OFICIAL;TARDE;9;45,22;40,44;40,77;46,88;41,55;6,88;11,69;8,82;7,25;7,76;20162
189738;I. E. SAN ANTONIO;5615;RIONEGRO;ANTIOQUIA;A;OFICIAL;TARDE;33;53,24;52,57;49,75;51,87;53,72;6,97;10,96;8,73;8,01;9,29;20162
189746;INST COLEGIO EMANUEL;76275;FLORIDA;VALLE;A;NO OFICIAL;MANANA;22;61,86;61,9;57,31;63,59;57,45;6,39;8,22;6,85;6,8;7,04;20162
189779;GIMNASIO MODERNO DEL SIN� - SEDE PRINCIPAL;23001;MONTERIA;CORDOBA;A;NO OFICIAL;COMPLETA;25;58,48;56,32;56,72;56,96;61,6;10,18;9,65;11,42;8,5;10,45;20162
189787;INSTITUCION EDUCATIVA DEPARTAMENTAL SAN PEDRO;25148;CAPARRAPI;CUNDINAMARCA;A;OFICIAL;FIN DE SEMANA;2;45,5;46,5;44;49;50,5;2,12;2,12;5,65;8,48;12,02;20162
189795;INSTITUTO T�CNICO RJ DEL SABER - SEDE PRINCIPAL;76001;CALI;VALLE;A;NO OFICIAL;MANANA;13;49,15;44,61;44,23;48,07;50,53;5,44;7,01;6,61;5,6;9,85;20162
189803;COL CATOLICO AMOR VIDA ESPERANZA (AVE);76233;DAGUA;VALLE;A;NO OFICIAL;COMPLETA;16;55;49,12;50,5;53,62;49,68;7,76;7,23;7,04;4,74;6,62;20162
189811;COLEGIO BERTRAND RUSSELL - SEDE PRINCIPAL;25175;CHIA;CUNDINAMARCA;A;NO OFICIAL;COMPLETA;24;61,58;59,79;62,66;62,2;69,95;6,94;10,75;7,68;7,06;10,42;20162
189845;IE NUESTRA SE�ORA DE FATIMA - SEDE PRINCIPAL;76111;BUGA;VALLE;A;OFICIAL;FIN DE SEMANA;33;43,87;39,09;40,3;42,96;43,57;7,77;7,76;10,48;7,58;8,56;20162
